Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
13384.6,48029.1,-3300,51,223,2059
6077.52,6643,-3353,48,109,376
12030.4,57419.2,-4270,34,223,2822
4060.87,1455.59,-954.152,33,52,133
21472.1,410585,-8890,72,473,14125
7382.44,8784.29,-2015.32,73,107,517
5360.99,6627,-2032,6,68,368
15555.8,126948,-8516,137,316,4916
11716.8,61673.8,-4446.68,127,237,2672
10423.7,38961.9,-4098.83,27,193,2118
8556.98,25501.5,-3174.38,32,157,1519
8901.02,32428.9,-3675.77,92,176,1922
10614.5,31524,-5087,44,204,1421
15322.4,188989,-9887,318,344,7453
12951.3,60885.6,-4810,34,247,2754
5587.39,4236.11,-1175.84,21,72,340
12445.6,80724,-6302,143,266,3627
6615.08,4418,-3204,54,111,269
4799.09,4089.21,-1460,9,79,317
10927.2,74678,-4817,16,222,3366
5922.36,7610.86,-1825.33,70,104,457
8807.43,17606.2,-2711.48,75,142,844
10336.3,48318,-4182.36,103,209,2534
8881.74,37240.8,-3739.61,52,180,2054
3987.14,2195.13,-535.278,12,43,161
7301.22,4135.2,-2289.16,71,101,249
8993.4,17078,-4281.04,33,183,931
9543.74,30828.8,-3128.2,91,171,1747
24078.9,470144,-12700,41,483,15505
10784.3,41619,-6288,54,213,2194
13254.3,49027,-2730,47,223,2059
13427.1,23730,-3935,28,169,1021
6839.76,5311.48,-1610,17,79,292
9209.61,25563.9,-1293.36,85,157,1519
7173.2,6542.92,-1950,24,119,395
12916.4,47101,-4623,55,247,1998
7985.39,9877.02,-2792.17,101,130,490
12635.2,90676.4,-5460,53,254,3885
11711.8,64548,-5332,57,259,3052
8377.17,12301.8,-2537.5,82,128,693
10798.7,58340,-4424.55,137,217,2904
4883.25,3228,-1698,11,72,226
5874.07,5150.82,-2279.11,8,99,321
17521.2,164801,-7387.81,68,352,6744
18477.8,159937,-9580,80,388,6290
13589.5,49833.5,-5370,34,215,2188
14984.7,48346,-4622,52,335,2003
8782.24,10374.9,-2731.6,85,139,587
8370.33,37445.8,-2380,17,196,1885
8671.49,25152.6,-2976.89,30,157,1519
23762,260652,-12800,83,540,8870
18254.4,160502,-10300,90,388,6290
8998.47,20765.1,-3360.48,76,163,1162
13300.6,52218.2,-6156.94,52,288,2334
10478.6,28865.4,-3770,38,194,1521
4875.98,2884.67,-1273.29,52,67,224
5243.31,4384.34,-1380,17,88,292
11352.6,50006.6,-4040,20,216,2677
8906.23,20582.5,-3497.77,92,163,1162
7442.1,4507.28,-1900,17,86,205
10954.3,33367,-3700,57,198,1522
16372.6,169373,-10092,79,407,6634
10608.5,70117,-7184,24,212,3369
3794.16,2188.04,-1124.56,20,54,165
11070.3,70042.9,-5365.92,139,247,3373
11496.6,41065.5,-1970,34,166,1414
17948.8,393239,-8190,81,473,14125
7953.72,16752,-3486,138,127,973
11646.1,60230,-3737,35,240,2976
14533.9,101705,-5460.55,167,281,4061
3848.46,2175.72,-1149.54,20,54,165
6200.97,11629.1,-1938.1,9,105,765
7894.29,10896.3,-1914.34,49,106,553
6639.84,5091.24,-2173.44,49,107,346
8508.57,10418.2,-2817.07,90,139,587
19895.7,154680,-9360,77,449,5537
9137.63,13993.7,-2858.11,26,148,729
12015.9,81386,-4906,47,235,3794
16472.1,110845,-4510,33,322,4619
5180.96,3245.51,-1134.53,44,71,249
18691.3,375614,-15484,296,492,12664
9945.84,36256.1,-3740,43,196,1997
13806.9,141333,-4710,49,315,5844
11228.2,69214,-4965,25,258,3375
4763.01,5350,-842,8,80,424
6775.69,10515.8,-3070,11,109,689
8648.61,15678,-3176,77,125,889
23779.2,262549,-14700,82,540,8870
8250.14,12108.6,-2567.51,78,128,693
16987.2,188194,-11085,57,358,7100
19649,371626,-8177,49,443,11717
5692.01,7591.64,-1845.72,67,104,457
12357.7,71630.2,-5590.23,54,262,3211
12559.9,138618,-6710,38,315,5844
12387.8,53155.8,-4640,31,216,2677
9414.81,39911.9,-3100,15,196,1885
22454.4,228036,-13850,103,499,7348
23113,515458,-10360.8,144,540,18067
10397.2,63745,-7230,81,244,3292
12949.7,143252,-5840,59,315,5844
9012.88,27051.9,-3220,24,156,1364
9180.52,39240,-3490,48,183,2054
10447.9,85898.5,-3300,22,220,3450
13519,54802.5,-2910,71,224,2192
12139.5,43842,-3198,39,212,1585
6114.22,4368,-2367,2,62,133
9807.26,16724.5,-3861.46,84,172,973
11311.1,58838.1,-3320,63,223,2822
11382.2,73692.9,-5480,26,249,3630
12781.7,60073.2,-1670,50,223,2822
11365.1,68787.9,-5227.6,147,247,3373
20797.3,410047,-8400,63,473,14125
2532.33,54.5629,-354,6,33,5
7368.24,5467,-2075,8,104,343
33130.7,745484,-17674,120,750,21046
7180.37,9427.05,-3013.19,16,138,554
16661.6,256695,-8108,78,389,9131
6669.98,4859.02,-2140,15,79,292
9846.62,27157.5,-2759.36,99,158,1403
12912.2,66890,-8255,58,320,2976
6851.9,8311.36,-1570,15,102,516
8668.18,10477,-2754.48,88,139,587
18857.5,184122,-6999,229,439,6991
7583.28,9587.27,-3062.14,97,130,490
4894.82,1714.04,-1599.71,17,76,147
5883.64,4745.47,-1000,21,85,343
7335.68,14743,-2747.52,82,134,970
27622.6,437696,-12120,34,376,6518
11110.8,85553.4,-3060,24,220,3450
8634.81,9959.88,-2880.89,22,138,554
16171.8,120100,-4930,64,271,4426
10121.6,16627,-4990,196,137,889
8476.08,19384.9,-1030,21,119,973
11676.2,136734,-6461,35,271,5516
10639,57883.8,-4584.04,138,217,2904
13202.6,37570.7,109,51,234,1581
7621.16,4741.53,-2675.46,40,131,271
11542.5,36002.9,-4100,26,234,1581
8781.95,9940.93,-3519.11,90,154,557
7476.26,9269.14,-3106.97,29,138,554
6772.75,7659,-4207,12,109,484
12337.3,80268.8,-5100,42,272,3539
9464.38,17199.3,-2610.26,72,142,844
21580.9,411537,-8510,73,473,14125
6826.52,13970.5,-2520.41,88,120,809
6412.87,5297.47,-2780,9,79,292
17033.2,110184,-5640,32,322,4619
6973.7,4033.78,-2230.73,72,101,249
9371.81,10150.1,-1690,34,154,587
19534.8,147629,-1760,92,449,5537
9322.98,27727.2,-2887.89,96,158,1403
11104.7,64963,-6135,45,238,3293
12784.1,38579,-1910,21,234,1581
2743.06,50.249,-393,6,33,5
5921.03,7071.89,-1658,48,93,545
2827.13,1219.01,-720.707,30,40,100
23197.5,516202,-11424.9,136,540,18067
10719,38996.6,-3917.03,29,193,2118
18177.1,200594,-7070,57,390,7459
8504.05,13863,-5049,105,149,807
5663.9,7626.79,-1887.78,75,104,457
4374.86,3051.46,-1383.64,41,71,249
21599.7,237846,4390,97,537,8350
11014.9,37935.9,-3310,40,196,1997
16195.3,131515,-7648,60,341,4822
13734.9,219648,-6746,241,360,8602
10760.1,35767,-4214.87,115,208,1691
14947.6,117256,-4500,46,271,4426
10336.1,51695.7,-2710,25,188,2599
5370.33,987,-1131,26,64,65
18962.5,256628,-10289,154,447,7595
14683.5,79430,-7005.97,74,320,3466
3905.51,1477.88,-897.623,35,52,133
8973.96,26629.6,-2490,39,156,1364
10520.7,54934.6,-2020,27,188,2599
10316.9,32600,-3460.09,61,176,1922
5338.64,4385.53,-1980,22,85,343
9605.83,75726,-5931,26,218,3707
10914.5,85896.4,-2270,27,220,3450
7959.59,12102.8,-2663.21,81,130,694
17517.7,219415,-12443,306,407,8595
8210.96,4621.85,-2623.61,26,131,271
11571.2,66692,-5682,47,257,3132
5620.6,4165.81,-1534.32,123,88,318
17310.3,136997,-7600,70,449,5537
7090.95,4189.5,-2288.99,71,101,249
10645.1,37616,-5401,26,190,1523
21534.6,231460,-4190,89,537,8350
11851.5,38705.3,-4694.62,137,198,1521
6046.27,7563.37,-1677.79,52,93,545
14069.4,82134.1,-2570,52,223,2822
8286.41,12122.5,-2516.05,80,128,693
7191.21,8561.13,-1723.04,19,97,425
8623.22,20549.2,-3494.79,88,163,1162
12786.3,74150.8,-4200,39,249,3630
18117.7,321659,-10918,253,429,11112
12755.8,44624,-4925,48,256,2136
7361.84,15358.6,-2505.61,48,134,970
5440.95,4244.9,-1260,19,88,292
13376.8,51208.5,-2480,35,234,2464
6712.01,13165.9,-1571.21,21,96,804
19512.1,158770,-9170,75,449,5537
22860.5,162868,-10739,97,431,4260
8616.6,16786.7,-2837.42,79,142,844
8596.68,27020.4,-1610,27,156,1364
14499.9,138491,-9102,40,354,5955
6285.85,7358.69,-1605.28,50,93,545
12541.3,74422.3,-4490,27,249,3630
5521.12,2659.98,-321,53,53,133
6008.03,4506,-2124,14,101,317
8027.83,4443,-1719,24,96,207
9747.71,49593.3,-5630,23,216,2677
29123.9,469993,-13877,340,680,14154
10697.1,49584.4,-4980,27,216,2677
8920.48,10196.1,-585.315,0,130,490
4158.45,1949.45,-1061.64,5,63,166
8459.26,12204.8,-2537.15,82,128,693
6011.7,4775.39,-919,23,85,343
11172.1,48737,-5984,176,233,2325
14882.3,242467,-7374,70,331,9131
9774.88,14423.7,-2739.35,23,148,729
4922.11,1554.64,-729.944,13,51,102
15285.5,110659,3630,41,322,4619
14699.7,110899,-8360,48,322,4619
12794.8,141237,-6353.4,184,308,6057
5503.73,2992.22,-1106.6,37,67,224
11047.9,52792,-4348.23,29,215,2394
9119.6,29242.9,-3359.76,33,179,1626
11257.7,59315,-5338,114,211,2740
23472.1,476079,-12500,55,483,15505
19511.5,148518,-9670,65,449,5537
13619,47191,-5720.24,64,273,2061
5199.56,3464.94,-809.738,49,51,132
17427,114554,-5840,42,322,4619
21741.4,414800,-10500,60,473,14125
13090.9,46651.6,-5955.64,59,273,2061
6823.59,10448.4,-2800,14,109,689
12063,45149.4,-2440,45,223,2059
29772.3,844064,-12720,134,745,21699
14051,240480,-3984,55,308,10216
6326,3322.16,-597,10,75,166
4164.45,2247.24,-1071.64,20,54,165
12466.1,38232.7,6930,24,234,1581
15745.3,188669,-10522,39,400,7584
15104.1,108060,-7102.68,44,312,3982
6418.78,10267.3,-2990,16,109,689
9437.37,39537,-1800,11,196,1885
6002.82,12453,-1883,42,102,881
10243.5,18966,-4673,98,176,977
13911.4,51931.7,-2070,36,234,2464
7471.39,22485,-3800,13,133,1256
6906.91,7826,-2549,63,109,485
13551.3,50057.4,-5240,27,215,2188
15847.3,251160,-7825,105,387,10383
9110.43,17086,-2925,25,165,934
13011.9,70519.9,-5529.93,42,262,3211
2489.52,51.6864,-614,6,33,5
13012.9,86927,-5746,67,282,3801
21649.7,410520,-9640,60,473,14125
6716.41,5038,-4134,22,115,342
10862.4,19732,-2683,24,164,490
15394.1,80500.7,-2710,58,223,2059
19308.7,409475,-9900,70,473,14125
5859.94,5926,-2999,12,109,401
5637.5,7492.4,-1897.54,75,104,457
9339.5,27386.3,-3020.16,107,158,1403
6995.16,13293.2,-1467.82,22,96,804
11511.7,64862,-5411,200,249,2983
9958.3,10525.3,-2500,40,154,587
10002.3,25223,-4545,100,168,1409
12289.5,90423,-6120,52,254,3885
14748,150755,-11214,244,328,5959
22962.9,255715,22900,90,540,8870
7121.52,4049.34,-2251.81,74,101,249
9127.94,28588,-3448.07,36,179,1626
9091.56,26638.3,-2991.51,88,158,1403
2442.39,52.9309,-387,6,33,5
6614.71,6573.33,-2790,21,119,395
6361.46,7227,-2002,20,100,516
10648.4,53818,-5324,31,198,2671
13652,165927,-7525,76,321,7208
8464.84,17733,-4715,12,148,850
7878.57,12922.1,-2643.82,15,132,806
7474.26,7338,-2444,28,106,483
5317.3,4471.71,-763,24,88,292
14103.9,102425,-5685.63,150,281,4061
15350.1,78307.6,-6433.51,117,320,3466
6478.29,13159.1,-1678.55,16,96,804
3883.42,2188.96,-1147.42,20,54,165
4083.16,2157.26,-956.561,20,54,165
5829.34,11123.6,-1842.1,17,102,764
21680,413080,-8350,48,473,14125
14605,79443.5,-7371.13,70,320,3466
9342.31,84919.6,-3150,22,220,3450
9520.58,35222,-5901,96,184,1810
9165.71,37875.8,-3834.8,40,180,2054
16482.2,160019,-7596.71,76,352,6744
9884.54,34615.5,-4573.87,123,208,1691
7981.3,13107,-2654.94,21,132,806
8638.07,16466.5,-2743.15,77,142,844
18443.4,160486,-9480,87,388,6290
12232,100285,-6058,48,278,4429
7316.05,14012.4,-2389.42,88,120,809
12113,65296,-6327,89,257,3207
4223.67,2265.77,-1103.8,20,54,165
16193.9,117948,-4020,58,271,4426
11122.9,85167.9,-3070,18,220,3450
12484,53275,-5933,59,229,2391
8625.39,10671.3,-2746.35,82,139,587
5506.01,1854.91,-1397.42,25,76,147
14138.9,66169.7,-2990,55,224,2192
5319.67,4463.27,-1590,19,88,292
5343.76,4108,-2091,11,85,267
17940.9,135164,-11251,251,388,4827
5502.76,4774.07,-876,16,85,343
8083.82,9520.76,-2939.4,96,130,490
3905.02,1444.27,-978.047,37,52,133
24033.4,270512,-7460,79,540,8870
12650.8,60516.4,-5350,30,247,2754
22483.5,517269,-12226.3,139,540,18067
9185.37,38070.2,-3824.79,38,180,2054
6792.68,7225.98,-1350,162,109,486
9152.16,20146.5,-3483.26,80,163,1162
11976.5,114418,-2870,35,235,4905
8329.71,11190.9,-3208.68,39,156,654
10869.7,86577.3,-2520,22,220,3450
5814.04,5468.25,-1550,15,85,343
15265.6,146678,-5339,236,309,5850
2504.36,50.7582,-554,96,33,5
24191.1,252677,-7870,101,537,8350
12689.6,86072,-3899,11,242,3621
12916.9,74356.6,-3310,24,249,3630
5193.01,3067.31,-789.968,43,51,132
8710.76,37855.4,-3900.42,38,180,2054
10132.3,50036,-2832,78,183,2250
11211,50263.8,-4640,21,216,2677
11306.7,91380.1,-5910,57,254,3885
9758.09,36840.4,-3920,34,196,1997
18490,162616,-9860,83,388,6290
7309.67,13947.7,-2408.7,85,120,809
22236.8,412399,-9130,57,473,14125
12105.9,73486.4,-4740,36,249,3630
9262.44,28718.5,-3305.19,35,179,1626
8695.36,26406.6,-2500,25,156,1364
11809.3,65901,-6552,31,230,2976
17346.1,112271,-5580,35,322,4619
5320.82,3080.27,-1199.54,51,67,224
14636.3,79655,-7009.84,74,320,3466
9012.63,16618,-2718,14,139,934
9479.68,39866.4,-3260,16,196,1885
9894.83,39903.4,-3696.47,50,180,2054
10627.6,42267,-4607,23,225,2060
5268.54,4271.53,-1370,8,79,317
19090.2,156809,-8930,81,449,5537
13429.9,51692.7,-5857.52,52,288,2334
9648.33,39773,-2930,21,196,1885
12903.8,36770,-2320,24,234,1581
7795.18,4717.18,-2682.88,27,131,271
6005.09,7623.57,-1938.15,75,104,457
22927.2,278761,-9691.89,67,468,9276
12327.2,79097,-6220,41,272,3539
9225.65,24192,-3164,46,147,1307
12407.7,29752,-4475,24,176,1021
13531.7,52267.4,-6130.54,51,288,2334
5648.09,7135.37,-1654.13,52,93,545
9834.53,35476.7,-4296.77,119,208,1691
10131,36992,-5798,32,218,1998
8271.27,9545.98,-2848.93,26,138,554
16752.7,117406,-9155,66,332,4632
19165.7,160563,-9360,95,388,6290
16781.3,143409,-9330,66,449,5537
8746.53,38912.9,-4270,30,196,1885
26211.2,474903,-11600,54,483,15505
9540.36,22085,-4228,9,178,1259
17981.6,172276,-6970,87,403,6746
9387.46,30855.1,-3223,126,171,1747
11673.7,113032,-3290,46,235,4905
10900.6,28928,-6088,44,258,1366
6425.42,4872,-3652,42,105,247
9900.49,48780,-4061,36,200,2533
12299.2,60137.6,-5930,36,247,2754
13606.9,98597.5,-5949.65,164,281,4061
16006.5,173432,-5470,93,403,6746
2462.86,51.9713,-572,6,33,5
6691.47,3911.54,-2382.58,72,101,249
12875.2,51184,-2710,38,234,2464
8301.92,26403.9,-2935.04,80,156,1521
16602.2,215700,-9566,48,378,7708
14357.9,125073,-6850,42,285,5212
9340.92,33045,-3581.49,87,176,1922
7349.02,14054.5,-2313.02,92,120,809
14261,117461,-9463,43,317,4723
5192.78,3141,-2237,24,89,223
14674.5,79489.9,-6789.49,121,320,3466
18942,164643,-11506,308,460,5862
8536.43,9470.7,-2953.96,100,130,490
23234.2,355689,-15365,135,550,11581
20648.8,198728,-13931,53,492,6873
19248.1,162489,-10600,88,388,6290
6931.91,13498.5,-1447.8,35,96,804
8214.82,31749,-4094,29,161,1868
11663.6,56803.4,-2780,58,223,2822
8545.76,15478,-3906,24,172,894
11166.2,40163.5,-3847.12,29,193,2118
9351.48,37924.9,-3800.23,40,180,2054
5489.3,4066.22,-1570.32,125,88,318
14570.6,56037.8,-6922.6,51,286,2394
13782.9,60587.7,-2490,61,223,2822
13423.6,143754,-5770,56,315,5844
9704.83,30767.4,-3222.84,128,171,1747
12597.8,74419,-4231,22,235,3296
5678.32,4132.52,-1489.71,116,88,318
13009.2,49986,-6042,51,241,2255
24750.6,840317,-16753,99,646,26239
9869.26,28573.1,-2817.8,105,158,1403
5315.29,3010.61,-1011.04,31,71,249
13007.4,78731,-5380,45,272,3539
10008.4,78049,-4510,16,208,3962
6231.2,10584,-3306,56,121,690
22929.5,519889,-11383.9,118,540,18067
9712.19,34426.9,-3090,26,166,1414
14971.1,92023,-6598,67,335,4068
5970.17,4926.44,5660,27,85,343
9790.76,30027.8,-3103.06,113,171,1747
19663.3,312346,-8441,174,431,9271
12916.3,54460,-5513,33,251,2261
5331.09,4257.61,-1540,14,88,292
13462.4,92534,-5812,50,271,3224
10285.8,19381,-3283,74,124,622
5892.81,4915.01,16900,29,85,343
10069.7,35248.4,-4417.78,129,208,1691
8267.86,12429.5,-2443.19,39,136,619
8305.32,11014,-3086.33,35,156,654
12696,112954,-6761,43,273,4619
5120.61,2970.03,-1235.16,48,67,224
7328.25,9017.26,-1510,16,102,516
2751.72,63.3573,-455,6,33,5
15632.2,59993.8,829,41,215,2188
15012,83220,-1880,72,223,2059
16745.6,144394,-3720,49,315,5844
10166.4,35546.7,-4347.69,122,208,1691
13080.3,61049.9,-3940,41,247,2754
4917.94,4331.11,-1620,25,88,292
8144.32,12853.8,-2529.16,28,132,806
13541.8,90810.6,-3400,44,254,3885
16106.6,137559,-9240,83,449,5537
6790.12,14592,-2935,31,116,928
10827.4,40715,-3436,44,182,1753
17509,113266,-8194,81,388,4344
19505.3,182069,-4710,69,403,6746
10191.9,35308.3,-4340.29,123,208,1691
4971.98,1961,-1616,12,78,149
14714.6,79351.6,-7143.54,73,320,3466
14048.3,196975,-10482,42,378,7462
7284.92,9642.95,-2446.82,22,123,621
2567.85,52.6466,-548,6,33,5
8558.06,12286.6,-2403.21,81,128,693
12817.3,58183.6,-1550,55,223,2822
11002.8,70251,-6125,110,223,3209
12823.2,79642.9,-5950,47,272,3539
8913.34,51352,-2850,29,188,2599
12304.4,73472.9,-4260,30,249,3630
17290.7,217684,-10402,95,472,8093
11143.4,39496.9,-3846.98,80,193,2118
13491.2,40874.8,-2450,41,234,1581
6764.08,13184,-1516.58,19,96,804
13953.6,141231,-5440,42,315,5844
6929.55,6514,-2869,19,112,424
12485,44168.4,-3080,34,223,2059
15055.3,116028,-6660,74,271,4426
2420.22,64.9663,-191,92,33,5
5419.99,4297.89,-1100,12,79,317
13097.7,73498.4,-3500,32,249,3630
8813.38,10975.5,-3061.53,36,156,654
5948.03,6586,-2842,49,109,398
2529.04,46.0085,-262,6,33,5
13580.1,61472.5,-2540,57,223,2822
12077.7,103272,-6803,204,300,4619
13734.5,101644,-7282,53,258,4710
9846.65,27534.5,-3010,34,194,1521
9747.11,38774.8,-3722.78,52,180,2054
13322.1,104448,-8537,198,279,4334
11488.1,46860.1,-4830,23,215,2188
11452,86323,-7748,34,268,4154
9206.07,19799,-3222,22,157,1108
4652.18,1101,-528,14,67,74
11795.3,114968,-3220,40,235,4905
16725.1,197745,-10893,318,388,7460
4616.2,2006.36,-961.542,5,63,166
13109.7,79772,-6111,58,257,3629
13610.5,139564,-4970,47,315,5844
11491.1,56617.7,-1700,48,223,2822
25813.5,288239,-10100,108,537,8350
13703.8,139452,-6680,43,315,5844
8414.71,26132.5,-3500,30,156,1364
13426.2,114353,-1640,52,235,4905
9262.96,27675,-3179,21,168,1412
5640.78,4413.23,-961,17,88,292
8160.02,4721.74,-2668.41,24,131,271
12827.8,41707.6,-6682.11,128,278,1938
11162.9,33083,-4655,22,192,1583
6633.97,5000.77,-2212.21,71,107,346
6381.59,16412,-3153,9,117,1014
17227.2,165324,-7452.62,66,352,6744
9180.34,32883,-4972,14,189,1809
8347.53,25142.4,-3217.57,28,157,1519
10930.1,43340.9,-3380,15,196,1885
10018.4,36583.6,-4260,41,196,1997
5939.47,10065.6,-3390,13,109,689
15311.1,60411.5,-6522.64,141,305,2610
13449.2,116076,-2709,47,271,4919
11596.4,29391.7,-2250,29,194,1521
18386.6,161104,-4690,85,388,6290
16359.7,191743,-9391,74,376,5854
24076.9,269238,-11300,80,540,8870
10531.8,105416,-4725,34,245,4999
4316.36,2135.55,-980.095,16,54,165
9185.62,13640.9,-2897.65,16,148,729
8338.75,9758.55,-2774.71,89,130,490
7788.55,13028.3,-2866.77,14,132,806
16263,95259,-5671,159,299,3628
13007.2,44998.2,-5714.46,55,273,2061
2273.6,52.2644,-242,8,33,5
17394.8,204870,-7639,129,381,6198
11100.7,74089,-5664,129,230,3288
9627.81,36016.8,-4600,42,196,1997
5708.31,4733.96,-1280,24,85,343
12045,71830.5,-6056.77,29,262,3211
15173.6,112122,-6748,42,308,4156
15768.9,196429,-8144,62,367,7586
12521.8,90443,-5230,47,254,3885
5654.66,5248,-2305,49,78,364
13172.8,49094.6,-5080,19,215,2188
9911.64,26221.9,-3358.12,25,174,1415
9454.2,33585.7,-3396.91,94,176,1922
13020.1,43856,-7670,76,286,1807
18786,161211,-9590,72,388,6290
10423.6,51483.1,-2120,32,188,2599
7165.34,14822.2,-2525.86,51,134,970
9415.65,43747.3,-4860,38,215,2188
7876.93,11737.3,-2566.9,80,128,693
13687.8,41202.7,-1990,53,234,1581
10052.5,51477,-3040,24,188,2599
6117.85,7290.48,-1625.8,48,93,545
19455.7,285566,-8779,24,364,6986
12346.3,75061.6,-5400,22,249,3630
10670.5,38398.8,-3772.66,103,205,1751
12289.9,41736,-7535,18,190,1526
5313.99,3527.61,-776.851,50,51,132
16341.2,173260,-6960,88,403,6746
5181.33,4305.66,-1840,15,88,292
5535.37,4572.87,-709,19,88,292
9279.78,37955,-3711.96,50,180,2054
4094.1,2189.74,-1076.86,20,54,165
6098.65,2160.11,-1410.73,14,82,185
7656.68,8744.13,-1030,38,102,516
16313.7,69042,-7691,97,309,2468
11192.5,42299,-2450,28,166,1414
9079.69,39046.1,-2790,16,196,1885
10655.9,35365.1,-4368.79,130,208,1691
5515.73,5516,-1765,13,89,371
11204.1,68350.9,-5259.31,147,247,3373
18609.3,300553,-12391,73,464,10829
9912.72,42301.8,-2929.24,100,159,2181
9369.38,12484.7,-2576.4,83,136,619
10844,27717.4,-1510,25,194,1521
9504.98,26080.1,-3414.63,27,174,1415
10829.7,58012.2,-4500.33,137,217,2904
9426.55,12427,-5505,31,220,661
10030,20527,-2033,36,146,974
13975.5,142789,-6115.95,177,308,6057
10394.2,30111.7,-2570,33,156,1364
10692.4,50286.6,-4460,32,216,2677
15876.8,271370,-9703,72,371,10238
8992.41,13839.1,-2982.35,24,148,729
4840.31,6880,-2819,16,80,515
12016.8,52113.2,-3640,36,224,2192
8736.53,31754,-3047,104,160,1691
25541,481550,-19418,113,556,12519
8683.72,23386,-4320,92,144,1305
26337.6,624569,-17670,97,675,17898
7106.19,6011,-3147,25,106,297
9505.14,32561.4,-3515.78,91,176,1922
9114.24,26567.4,-2250,29,156,1364
10364.1,34852.2,-4364.53,126,208,1691
13498,68182.6,-2040,56,224,2192
4156.11,2158.09,-1068.44,20,54,165
5984.26,2104.08,-1360.75,15,82,185
11118.1,60300,-4429.43,139,217,2904
9495.15,10095.3,-2630,42,154,587
9911.99,36843.4,-4200,41,196,1997
8471.91,26052.9,-3230,40,156,1364
5996.65,4200.43,-1305,121,88,318
14600.6,109954,-7245,48,323,4253
7102.04,6777.61,-1901.88,49,104,427
5577.21,5402,-1431,10,90,371
15211.5,81349.2,-1920,53,223,2059
12916.3,76162.3,-5490.8,49,262,3211
13731.9,88591.3,-6892.04,40,291,3799
19468.9,344844,-11200,98,462,11563
8962.29,16938,-2712.84,82,142,844
9607.12,16666.7,-3774.32,85,172,973
31469.2,1043200,-19470,138,740,29083
13353.1,40216.5,-1760,43,234,1581
9797.74,24261.2,-545,13,166,1111
6754.97,10336.7,-2790,16,109,689
8259.26,21169,-2864.42,80,145,1156
13604.3,52369.8,-6090.45,52,288,2334
12693.6,40954.1,-2830,37,234,1581
13671.6,43156.1,-1910,47,234,1581
5549.88,1918.48,-1407.39,24,76,147
10108.6,26247.4,-3302.05,26,174,1415
9675.16,16847.7,-4146.91,83,172,973
13337.2,93466.3,-4370,69,254,3885
22043.5,236918,-6127,55,382,4631
3700.44,2140.08,-599.397,4,43,161
8447.4,8032,-2235,49,146,458
7102.78,5402.67,-2070,13,79,292
9408.57,29721,-3886,14,154,1160
8864.28,11542.2,-3049.69,46,156,654
23936.5,250456,-9080,95,537,8350
8318.05,39857,-4819,25,166,2178
5749.86,4126.49,-1576.45,126,88,318
10010.3,39038.3,-4130.79,42,193,2118
11713.6,39404,-3140,36,209,1314
11586.5,99580,-8598,48,298,4428
11287.4,12939,-1870,44,101,457
5890.88,3370.76,-2770,15,86,205
10858.2,41126,-5569,26,189,1994
15537.2,84160,-6170,54,302,3372
7853.09,7527,-2901,28,124,371
8267.39,21257,-5098,12,166,1261
8552.97,10786,-3157.32,34,156,654
5052.23,3283.31,-1166.05,36,71,249
10282.6,36901.7,-3700,35,196,1997
8395.52,25649.7,-1870,25,156,1364
9387.4,29811.5,-3346.97,125,171,1747
7540.51,8978.42,-1843.03,70,107,517
6771.76,5029.31,-2188.93,60,107,346
6006.07,4710.02,-1380,21,85,343
9780.49,30493.7,-3140.44,115,171,1747
7695.75,9266.25,-3098.93,13,138,554
12991.2,81987.5,-5340,41,272,3539
14148.9,53441.4,-5671.95,65,288,2334
4484.57,3048.17,-1222.42,33,71,249
11287.7,71531,-5459,51,197,2965
4997.08,4268.37,-670,20,88,292
6760.7,3865.23,-2264.01,72,101,249
11658.9,49219,-6140,34,215,2188
22481.1,411078,-8210,62,473,14125
7891.07,9814.76,-2403.42,15,123,621
7942.57,12868.7,-2733,15,132,806
7029.5,13848.5,-2308.19,83,120,809
2487.61,57.2156,-360,96,33,5
3840.31,1443.65,-1014.91,42,52,133
24831.1,268329,-8300,112,537,8350
6577.57,10291.9,-3010,14,109,689
11562.6,60207.9,-434,67,223,2822
7295.27,14122.6,-2310.31,73,120,809
9582.41,44132,-4902,21,205,2387
8792.97,17246.8,-2813.43,72,142,844
12324.9,94102,-5956,50,261,4155
11153,50138.9,-5820,23,216,2677
20309.9,291719,-11688,242,487,10978
14873,108978,-8004,73,330,4625
10411.5,29115.5,-1100,28,194,1521
7001.36,5232.29,-2098.37,58,107,346
20652.7,164105,-8990,93,449,5537
7575.12,9002.38,-1660,28,102,516
6393.82,4307.54,-845.587,95,88,318
13495.6,116247,-6978,48,330,4627
7661.35,9075.62,-1840.12,70,107,517
7093.75,12571,-3620,286,131,764
10657.5,35117,-4253.81,114,208,1691
4755.59,2812.07,-1175.02,37,67,224
11246.3,52726,-8662,147,245,2602
8200.61,27185.3,-3330,36,166,1414
5864.89,11336.1,-1853.99,25,102,764
5435.62,2735.85,-1114.27,35,67,224
9243.36,21184.8,-3337.66,87,163,1162
8495.3,15634,-4086,45,169,932
8847.93,12225.7,-2716.89,93,136,619
14522.9,67960,-8632,245,301,3058
12988.4,50984.2,-4320,33,234,2464
4254.47,670,-1307,4,56,63
6049.43,5195,-1383,77,104,398
11654.5,73529.8,-4340,21,249,3630
2561.42,60.1407,-568,6,33,5
9406.14,12412.9,-2583.98,83,136,619
