Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Label
10341,10243.9,-2330,37,154,587,2
11354,68841,-5142.48,150,247,3373,5
8486.78,13868.6,-2764.81,28,133,769,1
5488.49,7126.37,-1689.93,53,93,545,4
13486.6,46709.9,-5793.3,65,273,2061,4
9405.9,30947.8,-3096.35,105,171,1747,5
2446.29,51.7125,-601,8,33,5,2
22724.7,519195,-14673,118,571,17504,1
17117.8,146232,-9046,236,392,5539,1
11255.9,50984.3,-4260,25,216,2677,4
5864.89,11336.1,-1853.99,25,102,764,4
13644,151365,-7378,47,322,6740,1
17135.1,171267,-11017,84,436,6524,1
2379.08,51.9483,-539,6,33,5,5
10861.9,35682.3,-4258.51,135,208,1691,4
8571.41,8118.92,-840,154,109,486,4
10063.1,35302.2,-4472.42,110,208,1691,5
9880.61,51664.6,-3420,19,188,2599,3
11014.9,37935.9,-3310,40,196,1997,3
13538.3,48829.1,-2700,56,234,1581,2
11452,86323,-7748,34,268,4154,1
9399.43,10367,-3923,34,159,584,1
6082.76,11692.2,-1920.05,16,105,765,3
19208.4,150697,-9030,74,449,5537,2
11144,50141.1,-5100,25,216,2677,2
6626.61,20382,-2734,109,114,1156,1
11384.3,34438.8,-2150,46,234,1581,3
13018.3,80198.6,-6510,64,272,3539,3
9179.91,26921.2,-2220,21,166,1414,5
17449.5,137399,-8240,119,449,5537,2
10055.2,48448.2,-4500,15,216,2677,3
12472.5,54756.4,-4730,29,216,2677,4
14208.9,144197,-6929,71,322,5739,1
10107.7,36550.1,3070,42,196,1997,5
12137.9,57811,-2369,51,219,2671,1
13191.8,60642.1,-5490,24,247,2754,3
11659.4,33562.7,14100,23,234,1581,3
15462.8,170902,-6320,78,403,6746,3
14646.4,52628.8,-2430,52,223,2059,3
8156.19,9694.39,-2896.78,23,138,554,4
5403.35,4160.77,-1511.6,111,88,318,3
12121.8,115028,-3170,32,235,4905,2
6632.62,11381,-3968,20,135,656,1
6301.48,17731,-3406,18,125,1106,1
12188.6,73601.2,-4670,26,249,3630,2
8637.12,12131.4,-2739.32,93,136,619,3
11762.4,33928.4,-2390,21,234,1581,2
13854.7,143407,-6137.97,157,308,6057,4
9411.8,37974.7,-3786.52,45,180,2054,5
12696,49791,-6624,53,288,2258,1
6877.08,3942.84,-2353.95,72,101,249,4
8712.11,12270.2,-2629.18,85,136,619,3
5356.63,1809.09,-1475.83,22,76,147,5
7766.09,4806.75,-2725.26,25,131,271,4
12935.8,52433,-1300,51,223,2059,3
6919.3,4087.83,-2350.43,71,101,249,4
19955.3,184552,-9132,71,386,5540,1
11237.1,43027.7,-1890,21,196,1885,4
5799.45,2196.16,-1433.96,14,82,185,4
14394.6,140075,-5870,41,315,5844,3
15149.3,54413.4,-4940,31,215,2188,3
11858.1,80434,-4352,38,239,3706,1
9733.86,41397.7,-3051.67,100,159,2181,5
12096.9,45464,-5160,16,228,2002,1
5698.7,7128.14,-1670.7,52,93,545,4
4965.27,2565,-336,17,81,185,1
6046.27,7563.37,-1677.79,52,93,545,3
6772.75,7659,-4207,12,109,484,1
13057.9,61014,-5200,34,247,2754,4
8206.79,26009.6,-1370,49,156,1364,5
6720.62,13758.3,-2682.41,10,119,931,1
6018.35,4977.71,-1750,6,79,292,3
9162.07,11754.2,-3014.65,41,156,654,4
9020.1,30287.6,-3349.49,122,171,1747,5
23157.9,279303,-9737.08,67,468,9276,5
7818.65,9476.29,-2975.24,96,130,490,2
15002.4,141419,-2950,41,315,5844,3
8448.28,30495.2,-2084.28,33,132,1513,5
8637.45,11050.6,-3197.79,31,156,654,5
5236.42,4737,-1805,5,51,184,1
8367.8,27703.9,-2340,30,156,1364,4
22801.9,240508,-10800,86,537,8350,3
13213.6,79811.6,-5450,58,272,3539,3
16400.2,108034,-9850,101,365,4071,1
19881.5,345935,-11235,74,456,11275,1
7638.01,9045.68,-2931.13,16,138,554,2
5275.93,4310.01,-1650,18,88,292,5
9068.55,37808.5,-3840.75,40,180,2054,5
4012.01,2177.13,-1127.91,20,54,165,2
11137.3,50279.7,-4780,21,216,2677,3
7459.33,9280.98,-3111.22,25,138,554,3
9091.79,12830,-3169,35,171,732,1
15168.5,116890,-5870,65,271,4426,3
19022.7,197357,-9060,50,390,7459,4
18413.2,400932,-8760,82,473,14125,4
7875.46,9472.16,-2482.93,25,123,621,3
10106.3,53225.8,-3240,21,188,2599,4
11689.1,50180.3,-3800,37,224,2192,3
20202.2,237798,-10300,94,537,8350,3
4666.41,3005.61,-1143.66,14,71,249,2
6403.9,4335.57,-1917.18,56,101,270,5
7258.49,14222.2,-2325.44,82,120,809,3
5733.22,7124.17,-1690.57,51,93,545,4
8831.43,9980.28,-2761.03,22,138,554,4
12404.3,73728.5,-3780,29,249,3630,2
5887.45,4176.48,-1559.42,120,88,318,2
13665,80614.9,-5700,49,272,3539,4
13729.9,47320,-5776.53,69,273,2061,4
12377.9,49618.3,-3860,37,234,2464,3
21962.2,410396,-9320,63,473,14125,2
12962.9,46871.8,-5950.89,68,273,2061,4
15031.9,93973.5,-3790,51,254,3885,3
8355.73,21771,-3423,73,156,1211,1
8400.06,23751,-5400,21,179,1462,1
11131,34674,1410,42,166,1111,3
11294.5,68802.1,-5243.05,147,247,3373,5
18394.9,280847,-12312,58,463,10396,1
8838.51,20211,-3534.3,83,163,1162,4
6072.6,6377.07,-1781.47,21,95,427,5
5678.15,4731.15,-1280,20,85,343,5
3531.53,1353.88,-660.352,29,40,100,3
9825.72,36838.6,-3350,42,196,1997,4
13263.2,51930.3,-5250,38,234,2464,3
4928.25,6519,-1629,8,79,453,1
2478.68,51.0363,-559,6,33,5,5
9333.9,39375,-2570,15,196,1885,3
7146.9,6904.4,-2220,16,119,395,5
2491.58,59.1342,-366,92,33,5,2
5371.34,4188.69,-1140,10,79,317,2
13671.5,66216.8,-1290,78,224,2192,3
13733.8,119699,-2730,45,235,4905,4
13912.2,40484,-3843,69,213,1577,1
3781.38,1346.24,-603.663,28,40,100,3
5922.36,7610.86,-1825.33,70,104,457,2
18254.4,160502,-10300,90,388,6290,3
2441.18,49.7854,-441,92,33,5,4
24161.7,363088,-13063,369,604,11142,1
19997.2,251448,-14400,71,540,8870,3
13138.2,52427.9,-6124.04,56,288,2334,4
8616.6,16786.7,-2837.42,79,142,844,3
9380.85,52401.5,-2320,16,188,2599,3
9772.94,51906.7,-2190,27,188,2599,3
8539.76,12037.1,-2563.17,82,128,693,3
3794.78,1464.75,-945.807,35,52,133,2
9832.19,26475.7,-3364.2,29,174,1415,4
11245,33056.1,-2290,34,166,1414,4
9072.83,17185.7,-4270.5,36,183,931,5
13440.7,47276,-4723,158,205,1362,1
8766.37,11524.1,-3270.78,44,156,654,4
14304.4,140117,-6000,42,315,5844,3
24203.2,270592,-8570,102,537,8350,3
6965.81,7481.82,-1490,21,111,453,4
9269.4,26717.1,-3419.42,45,174,1415,4
9292.05,26158.8,-3007.99,31,157,1519,3
8512.69,29000,-3899,39,202,1637,1
18710.4,161292,-9980,92,388,6290,4
8907.42,16989.6,-2788.77,78,142,844,3
17096.9,135838,-5450,112,449,5537,4
5644.26,4415.22,-1210,20,88,292,2
9419.94,28515.4,-2220,19,156,1364,4
9170.94,51142.3,-4390,27,188,2599,2
7160.39,10198,-3190,23,145,589,1
6380.73,7437.4,-2150,158,109,486,5
15648.4,117744,-3520,52,271,4426,2
9032.28,26819,-2280,21,156,1364,2
28170.2,548951,-14501,173,613,15012,1
9022.77,16618.1,-1400.28,0,142,844,5
7090.67,4092.19,-2258.36,71,101,249,4
25572,477319,-12100,57,483,15505,3
2581.31,58.2207,-387,92,33,5,2
13278.7,99579,-8949,182,281,3971,1
24266,250173,-9370,100,537,8350,3
11572.6,34213.6,-1800,41,166,1414,3
8157.24,25093,-1704,41,150,1463,1
10397.7,54941,-5356,45,212,2597,1
9904.91,41258,-5933,16,187,1993,1
22893.7,277792,-9680.15,61,468,9276,5
4880.07,4903,-2779,32,78,367,1
6663.65,4945.65,-2053.07,28,107,346,2
14051.3,60594.5,-5130,23,215,2188,3
2386.15,49.4221,-310,6,33,5,5
6796.84,14057.7,-1527.94,12,96,804,4
11743.2,71465.8,-5628.81,43,262,3211,5
10118.1,48070.4,-3870,27,216,2677,3
10243.2,34611.9,-867,31,166,1111,4
14684.2,109643,-6900,36,322,4619,4
13203.9,119128,-3210,40,235,4905,3
10239.9,86583.5,-7600,60,254,3885,4
7827.78,5280,-3015,14,116,346,1
13243.3,131868,-7651,37,316,5521,1
8662.79,4666.57,-2594.47,33,131,271,5
24483.1,444592,-14372,84,429,10399,1
25427.6,332920,-14495,117,568,10263,1
12072.3,115819,-3160,49,235,4905,2
12895.3,60001.1,-5590,26,247,2754,3
24364,463129,-11200,46,483,15505,3
9731.17,28337.7,-2835.06,100,158,1403,4
10068.6,22299.6,-2930,36,182,1212,4
8070.64,12020.2,-2565.97,82,128,693,3
10321.9,35962.3,-4316.41,117,208,1691,4
7997.17,12865.3,-2666.57,15,132,806,4
3416.3,1909.66,-610.946,8,43,161,5
9589.16,30103.7,-3260.76,121,171,1747,5
12566,116108,-3200,45,235,4905,2
12673.3,116186,-4130,41,235,4905,2
6470.74,8372,-2215,9,105,580,1
2389.09,71.3648,-387,96,33,5,3
23871.7,316380,-13518,141,477,9693,1
10067.9,27913.4,4950,25,194,1521,5
17083.7,94618,-8497,92,365,3633,1
5077.82,3398.95,-809.458,47,51,132,2
4039.64,1962.58,-1113.37,5,63,166,3
6798.65,13585.2,-1466.91,24,96,804,3
13581.6,52110.4,-5909.09,64,288,2334,5
14076.8,80523,-9205,99,387,3224,1
8202.18,10987.6,-2559.1,67,140,590,5
10255.3,30859.5,-3032.92,99,171,1747,4
4804.11,2713.59,-1302.66,52,67,224,2
12301.7,73577.8,-4510,23,249,3630,5
5225.39,4363.04,-1610,23,85,343,5
11294.8,112600,-3140,45,235,4905,3
11230.1,28044.9,-4133.6,56,214,1469,4
10802.7,57365,-7111,180,259,2828,1
6592.12,5478.14,-1560,16,79,292,2
5364.27,4616.64,-696,20,85,343,5
17460.4,230359,-11112,69,449,8352,1
5147.09,2844.16,-1238.32,49,67,224,3
9644.35,52308.3,-2860,29,188,2599,3
3708.78,2172.16,-567.81,4,43,161,5
14897.5,145023,-5550,54,315,5844,5
10663,60648,-5207,36,217,2673,1
7698.59,8160.42,-1600,17,111,453,4
20819.2,175043,-7890,93,449,5537,2
13825.5,77429,-7440,120,255,3298,1
10366,58205.2,-334.365,92,217,2904,3
13046.5,59846.3,-5100,27,247,2754,3
3868.82,2183.91,-1141.17,20,54,165,2
12574.6,116422,-3470,42,235,4905,2
12899.8,60798.2,-5840,30,247,2754,3
7098.67,13796.7,-2431.73,95,120,809,3
8487.65,10570.3,-2964.03,89,139,587,2
12978.5,49149,-4090,29,215,2188,4
7915.9,4660.18,-2647.01,37,131,271,5
9398.65,39000.2,-2510,16,196,1885,3
8805.72,17072,-4350.4,32,183,931,5
5091.74,3428.73,-795.302,50,51,132,2
6232.28,7311,-1543.9,45,93,545,3
9226.34,27246,-3856.25,95,214,1469,4
9454.05,33056.7,-3588.04,88,176,1922,4
13111.9,59760.7,-2540,67,223,2822,5
5847.75,4834.74,-1190,22,85,343,5
9326.38,11596.9,-3193.7,44,156,654,4
13258.4,91207.7,-5420,55,254,3885,3
8366.23,22832,-4349,25,157,1307,1
5622.38,4432.07,-1290,19,88,292,2
5471.75,4370.71,-1070,17,88,292,5
15171.7,111892,-8480,49,322,4619,5
18928.3,163476,-6264.29,75,352,6744,3
6765.94,10304,-3406,44,106,655,1
16557.2,164858,-7448.74,79,352,6744,2
8695.18,38636.4,-2920,18,196,1885,3
24246.8,279655,-9700,85,540,8870,4
18239.2,338709,-10900,86,483,11264,1
3887.93,1387.35,-880.491,30,52,133,4
9120.73,12438.5,-2572.46,87,136,619,5
2482.87,48.279,-236,92,33,5,2
18774,161939,-3699.79,92,352,6744,2
11592.1,73772.1,-5230,20,249,3630,2
9257.69,32123.3,-3609.18,80,176,1922,3
8276.14,25338.7,-3191.52,35,157,1519,3
16056.7,172561,-5130,87,403,6746,3
8802.37,15243,-3376,68,152,812,1
5433.1,4107,-1627,12,85,318,1
18386.6,161104,-4690,85,388,6290,3
10157.5,17841.5,-3760.91,86,172,973,3
12758.3,77882,-6310,164,279,3543,1
12267.7,117345,-2950,44,235,4905,3
13549.4,53800.5,-6273.03,54,288,2334,5
7990.59,9313.85,-1816.14,67,107,517,4
4095.87,2250.05,-1080.5,20,54,165,2
2572.55,50.5167,-624,8,33,5,5
5984.26,2104.08,-1360.75,15,82,185,5
14865.6,58251.6,-4730,34,215,2188,3
17481.5,172560,4070,81,403,6746,3
9711.58,12594.5,-2579.86,85,136,619,4
24104,415122,-12909,56,525,13972,1
12056.4,47934.3,-4850,17,215,2188,3
5954.86,11551.5,-1887.33,17,102,764,4
3875.65,1479.51,-1028.42,41,52,133,2
15470.1,118399,-3450,51,271,4426,2
6381.59,16412,-3153,9,117,1014,1
11147.5,113762,-3412,48,270,5103,1
6412.87,5297.47,-2780,9,79,292,2
6215.88,5307.84,-2320,7,79,292,2
5173.86,4138.96,-1170,11,79,317,2
9436.27,38045.2,-3777.11,41,180,2054,5
8720.71,12256.1,-2399.67,76,128,693,2
10069.7,35248.4,-4417.78,129,208,1691,4
8681.16,16607.1,-2768.94,76,142,844,3
9879.31,34485.2,-3381.73,82,176,1922,4
3742.72,2153.49,-573.589,4,43,161,5
10327.7,22985,-3972,57,163,1113,1
9543.45,30676.8,-3256.08,122,171,1747,5
12044.6,56242.9,-2090,62,224,2192,4
8766.46,26176.9,-2050,25,156,1364,3
7209.32,9947,-2673,23,132,618,1
9641.34,32648.5,-3518.3,85,176,1922,3
14793.9,142726,-8163,239,371,5742,1
5917.08,4993.02,-2380,9,79,292,3
9028.47,17174.9,-4267.94,36,183,931,5
6761.19,13447.9,-1541.92,19,96,804,2
3494.67,1437.77,-1007.61,42,52,133,5
9795.91,85764.7,-4660,27,220,3450,2
13447.4,81984.7,-6600,41,272,3539,3
6570.64,12090.6,-1798.8,13,105,765,2
12784.1,38579,-1910,21,234,1581,2
9598.72,14070.8,-2835.85,17,148,729,5
22604.5,516473,-11535.9,148,540,18067,4
8389.07,25302.3,-3064.54,34,157,1519,3
5515.73,5516,-1765,13,89,371,1
5390.37,4698.02,-1800,16,85,343,5
10923.6,58037.9,-4473.01,140,217,2904,2
8690.96,11729,-2452.57,82,128,693,5
5260.46,4208.06,-1200,11,79,317,2
5750.41,1779.41,-1425.82,14,76,147,5
10342.2,40023,-6092,34,208,2054,1
3960.36,2216.28,-1066.98,20,54,165,2
10234.7,65991,-5551,75,207,2823,1
12499.9,18249.6,-3220,49,150,519,2
6140.64,4119.03,-1484.87,126,88,318,2
9041.42,17034.3,-2771.07,74,142,844,3
16412.9,166044,-10104,53,370,6400,1
22882.6,268919,-14100,87,540,8870,3
9786.32,30057.3,-3190.68,105,171,1747,5
11966.2,50925.4,-5740,39,234,2464,3
8414,10150.9,-2217.26,28,123,621,5
12764.2,48389,-3600,76,250,1639,1
13982.9,51982.5,-4240,44,234,2464,3
10651.2,36901.6,-1390,37,166,1414,5
12541.3,74422.3,-4490,27,249,3630,3
5462,5518,-2216,20,93,320,1
12124.5,114642,-2650,43,235,4905,3
10759.4,35946.5,-281,40,166,1111,3
15847.7,132729,-55076,59,317,5217,1
6716.92,12173,-1733.18,12,105,765,2
15843.2,117834,-4230,51,271,4426,2
9213.42,36760.9,-4570,48,196,1997,3
19409.6,145465,-5738,51,358,4435,1
5559.51,10634.7,-2005.96,33,102,764,5
8630.35,12478.4,-2389.92,77,128,693,5
5862.97,5112.87,-1430,15,85,343,5
10427.8,40398.1,-2574.8,68,159,2181,5
8463.89,11699.9,-2425.71,82,128,693,3
22172.7,410654,-8340,73,473,14125,3
9749.09,10136.3,-2650,33,154,587,3
3934.15,2165.28,-1148.95,20,54,165,2
8813.11,26829.7,-735.925,85,158,1403,4
18840.3,249151,-8689,79,419,9684,1
8795.66,16421.5,-2808.1,75,142,844,3
15310.2,162594,-10039,73,411,6075,1
12493,85590,-5444,140,253,3377,1
14383.7,143003,-6140.16,157,308,6057,3
10941.7,39049.7,-3870.97,29,193,2118,4
8801.7,28756.4,-3632.54,44,179,1626,5
17549.8,190154,-9967,322,374,6633,1
19508.6,334969,-11189,279,495,11582,1
8557.22,26337.6,-2250,27,156,1364,4
13201.7,81410.4,-5800,41,272,3539,4
6578.22,8636.91,-1780,29,102,516,4
5828.06,5908,-2432,16,101,398,1
2568.4,69.0928,-597,92,33,5,2
7466.67,14110.2,-2345.68,96,120,809,3
16476,110964,-6900,48,322,4619,3
6224.74,7286.13,-1591.47,50,93,545,2
5489.3,4066.22,-1570.32,125,88,318,2
7543.98,5149.65,-1850.74,13,107,346,5
12206,71793.9,-5626.26,44,262,3211,5
16648.9,110914,-6160,35,322,4619,3
5818.53,4807.3,-1720,20,85,343,5
9070.02,20594.1,-3429.72,94,163,1162,4
6473.44,5621.23,-1950,16,79,292,2
2256.19,50.8236,-459,6,33,5,5
7499.46,14128.6,-2337.68,96,120,809,3
16490.7,161776,-7097.75,72,352,6744,2
8753.61,10456.7,-2789.67,89,139,587,2
12955.3,49950.3,-4810,37,234,2464,3
11026.7,38291,-3967,81,205,1751,3
11311.1,58838.1,-3320,63,223,2822,4
3883.42,2188.96,-1147.42,20,54,165,5
9550.58,17737.8,-2660.87,82,142,844,5
7020.67,17731,-3764,43,153,979,1
15119.6,59344.3,-6607.36,158,305,2610,3
18162.8,202432,-7950,61,390,7459,5
9953.64,30654,-5657,13,174,1470,1
4831.9,2873.87,-1266.35,50,67,224,2
4608.22,2373.87,-853.472,24,54,165,5
5197.06,3842,-1612,22,86,268,1
8782.14,10614.1,-2824.02,95,139,587,2
15450.2,65642,-7630,83,299,2400,1
12816.8,51138.7,-5710,28,234,2464,2
5600.48,4241.51,-1185.81,17,72,340,4
14257,79237.5,-7189.59,58,320,3466,4
22688.8,415033,-7370,60,473,14125,3
5684.57,4147.41,-1537.27,127,88,318,2
10713.6,37305.2,-4084.31,107,205,1751,3
10233.7,60306,-5464,73,225,2824,1
9853.85,75543,-4755,27,227,3794,1
13200.8,47551.1,169,45,223,2059,3
31956.2,599720,-18538,188,725,17717,1
11069.1,50373,-5704,7,150,1467,1
9165.55,28739.7,-3461.06,32,179,1626,4
5479.96,6157,-2741,6,97,395,1
5503.43,4438.66,-999,20,88,292,2
11387.2,44797,-3380,46,223,2059,3
20706.6,342368,-7860,115,462,11563,3
20931.5,204786,-11710,281,482,6638,1
4599.58,2800.85,-1402.57,46,77,205,1
13672,48924.8,1460,41,223,2059,2
7508.44,17084,-2070,22,136,1016,1
7359.17,4126.9,-2288.53,69,101,249,4
13649.5,61061,-4430,31,247,2754,4
18552.8,160616,-9240,94,388,6290,4
8263.19,11166.5,-3257.53,25,156,654,4
9311.18,37083.8,5470,11,196,1885,3
19305.5,201891,-8790,57,390,7459,5
4895.97,1879.96,-772.635,30,51,102,4
7454.82,21248,-2532,14,121,1156,1
9209.51,27428,-2959.43,99,158,1403,3
10138.3,26292.9,-3235.61,24,174,1415,4
4613.24,3988.68,-1060,10,79,317,3
11909.1,45859,-5941.34,60,273,2061,5
2332.19,49.5111,-651,8,33,5,5
13465.9,61815.7,-5510,29,247,2754,3
4060.9,2182.6,-942.494,19,54,165,3
16976.2,145422,-7440.93,187,362,5847,3
9807.82,29216,-4279,260,206,1692,1
4715.76,2989.14,-1270.43,45,67,224,3
12598.1,72673.2,-5550.8,47,262,3211,5
15318.9,96277.6,-5690,60,254,3885,4
8736.52,12167.6,-2757.77,97,136,619,3
11029.7,92328,-5937,31,228,3706,1
3324.3,1249.73,-686.598,30,40,100,2
5979.91,7040.93,-1599.7,44,93,545,3
11734.7,55962.3,-2190,40,223,2822,5
8299.81,4742.18,-2658.51,28,131,271,5
5382.99,4101.8,-1286.6,12,72,340,4
5272.92,4330.83,-1290.76,14,72,340,4
9220.97,52084.2,-2960,34,188,2599,3
13376.8,51208.5,-2480,35,234,2464,2
25014.5,287781,-9070,98,537,8350,4
23898.1,477592,-14300,58,483,15505,3
10780.1,49893.9,-4410,18,216,2677,3
9378.16,37976.4,-3799.92,38,180,2054,5
21534.6,231460,-4190,89,537,8350,3
10191.2,26340.5,-4383.64,52,214,1469,4
18052.1,314550,-10434,95,419,11869,1
4832.32,4164.46,-1328.75,15,72,340,4
8345.3,21386.3,-2866.88,88,145,1156,5
14169.2,61001.4,-5040,38,215,2188,4
7810.43,12843.1,-2747.54,15,132,806,4
12695.5,96388,-7025,41,284,4071,1
5347.14,4136.87,-2420,12,79,292,4
17634.2,195974,-9420,45,390,7459,3
9505.14,32561.4,-3515.78,91,176,1922,4
7850.48,9114.66,-1280,30,102,516,5
12466.1,38232.7,6930,24,234,1581,2
7728.28,12069.8,-2754.49,83,130,694,5
13392.7,79963.8,-5160,48,272,3539,4
23067.5,279856,-9632.66,66,468,9276,5
9262.79,17210.7,-4185.12,37,183,931,2
7252.88,9225.17,-3143.57,23,138,554,2
3651.79,1337.39,-982.664,38,52,133,3
4820.92,3360.3,-1140.07,28,71,249,4
13203.7,69333.2,-4348.41,108,247,3373,2
7590.31,15608.1,-2725.86,75,134,970,4
8733.22,15143,-3349,82,152,804,1
13193.9,141041,-6411.13,157,280,5954,1
17719,189517,-10948,199,336,6519,1
11845.9,56421.4,-2860,65,223,2822,5
9833.31,35252.2,-4311.14,119,208,1691,5
9300.95,39684.5,-2190,23,196,1885,4
15865.9,128549,-10817,234,388,5432,1
6929.16,10332.6,-2910,16,109,689,3
12280.4,71242.7,-5704.27,26,262,3211,5
4889.51,4479.87,-1090,24,85,343,5
7368.59,11313,-3070,24,130,693,1
5928.1,11002,-2326,48,104,764,1
16401.2,196938,-10557,87,438,6987,1
5927.07,5113.75,-1470,24,85,343,5
9603.47,26755,-3249.93,26,174,1415,4
9107.42,17301.2,-4220.18,35,183,931,5
9101.63,30378,-5074,29,168,1520,1
12541.6,44651.1,-2300,35,223,2059,3
9389.13,30621.6,-3255.9,123,171,1747,5
20931.1,183794,-4590,73,403,6746,4
6038.86,11289,-1872.09,26,102,764,4
22957.6,279928,-9743.21,69,468,9276,5
8787.16,20778.6,-3470.08,92,163,1162,4
5009.5,2849.18,-1238.37,39,67,224,2
2571.86,48.8687,-447,8,33,5,2
5766.26,7542.96,-1786.1,71,104,457,2
10463.1,34473,-4213.41,136,208,1691,4
13913.3,60103,-7561,82,320,2198,1
8236.9,21370.6,-2920.12,73,145,1156,4
4846.43,3217.2,-1172.67,26,71,249,4
21454.7,410495,-7790,71,473,14125,2
23255.4,280683,-7992.75,82,468,9276,5
18389.5,125450,-7255,75,363,4437,1
14848.3,169972,-4990,88,403,6746,3
9201.75,23910,-2424,54,173,1255,1
7336.37,13967.1,-2349.04,82,120,809,3
5278.26,4427.75,-1340,17,88,292,2
7130.15,13129,-3967,34,134,805,1
7721.11,15321.5,-2681.93,69,134,970,3
9289.3,37963.4,-3791.31,39,180,2054,5
8260.67,12012.1,-2542.76,88,128,693,2
11899,35288,-5172,25,223,1809,1
2529.04,46.0085,-262,6,33,5,5
8702.26,38637.6,-3937.38,46,180,2054,5
8526.04,25158.1,-3172.71,35,157,1519,3
12564.4,49467.3,289,54,234,2464,5
14229.4,140962,-5830,48,315,5844,3
6389.45,15129,-2802,18,123,1012,1
18631.2,161589,-10900,85,388,6290,4
7665.29,9822.56,-2396.46,17,123,621,4
4042.6,1421.85,-53.1201,32,52,133,5
6390.77,4256.05,-1898.51,66,101,270,5
5775.13,4125.18,-1536.24,126,88,318,2
5876.49,7827,-2128,10,94,515,1
5573.2,7577.92,-1859.39,73,104,457,2
22319.2,285763,-9753.72,66,468,9276,5
4530.71,3993.21,-1537,9,72,340,3
9555.89,28383.3,-2923.26,102,158,1403,4
10395.8,37844,-3440,37,196,1997,4
10528.8,38104.5,-3740,40,196,1997,4
11619.4,114288,-4200,42,235,4905,2
12662.7,75776,-5642.58,48,262,3211,4
9070.1,11704.5,-2734.48,91,136,619,4
5524.25,4921.01,-1100,30,85,343,5
13259,51906.9,-5991.34,55,288,2334,5
13467.2,140607,-4200,38,315,5844,3
23754.4,534974,-16865,207,517,16579,1
12495.6,138724,-4750,55,271,6161,1
3907.56,2175.37,-1128.71,20,54,165,2
24016.4,280750,-11300,73,540,8870,3
21151.2,344638,-10612,100,480,12026,1
7995.56,9363.47,-3065.99,18,138,554,3
12591.8,55607.6,-3610,58,224,2192,4
7780.26,10125.6,-2411.93,21,123,621,4
10638.9,29147,-4496,41,193,1576,1
21322.5,171198,-7800,118,449,5537,2
10697.7,39296.9,-3930.47,27,193,2118,4
3675.47,2044.92,-566.965,9,43,161,5
14656.2,116835,-10580,249,369,5013,1
8056.15,10228,-4708,277,142,620,1
12786.9,55984.5,-3080,69,224,2192,4
25436.6,281385,-11500,83,540,8870,4
4980.41,1616.65,-1470.69,20,76,147,4
3837.6,2194.93,-1142.14,20,54,165,2
13096,82579,-6746,44,301,3293,1
26626.3,308043,-8710,101,537,8350,3
14845.1,143505,-6854.36,0,362,5847,4
16486.9,167041,-8671,273,353,5750,1
11132.2,53303,-7279,88,242,2462,1
8672.14,24852.2,-3251.15,27,157,1519,3
8799.61,11087.7,-3051.37,50,156,654,5
13631.5,92182.6,-4920,61,254,3885,3
12417.6,45132.6,-3320,46,223,2059,3
9624.16,32837,-4625,195,137,1624,1
12782,79060.6,-4340,36,272,3539,3
21445.3,196206,-6600,74,403,6746,3
13022.8,50763.7,-3900,27,234,2464,2
9578.66,29653.8,-3275.86,120,171,1747,5
7915.67,12477.5,-2554.46,89,128,693,3
9838.19,27872,-4257,47,181,1418,1
11967.9,70707,-5478.85,37,262,3211,5
18994.7,283321,-15139,201,507,10256,1
3990.78,1411.09,-943.298,38,52,133,3
4367.08,5227,-1321,34,74,395,1
11718,17902.5,-3180,32,145,519,5
7581.98,14898.9,-2390.27,54,134,970,3
6712.01,13165.9,-1571.21,21,96,804,3
8231.33,9469.98,-2806.49,97,130,490,2
12466.8,70643,-5495.77,35,262,3211,5
6176.71,10458.6,-3580,19,109,689,3
5795.33,7569.49,-1857.88,75,104,457,2
13336.6,169793,-10572,46,314,6628,1
21305.9,192496,-10669,93,471,6527,1
20851,157027,-6240,96,449,5537,3
10380.8,58986.5,-125.849,107,217,2904,3
11324.6,50307.3,-5570,27,216,2677,3
6003.01,13886,-2800,22,93,841,1
16304.5,123388,-7974,63,352,5120,1
8745.94,13804.6,-3008.47,15,148,729,3
9024.62,13575.8,-2985.79,12,148,729,3
7363.05,8798.58,-2013.69,73,107,517,4
23923.4,350115,-11557,70,508,11734,1
9530.92,39006.4,-4260.95,28,193,2118,3
5116.52,4225.54,-1358.82,12,72,340,5
20937.2,250994,-12500,64,540,8870,4
9495.69,19397,-3532,69,137,975,1
14454.5,140066,-6540,41,315,5844,3
8997.19,28728.2,-3418.35,35,179,1626,5
9823.95,42763,-3013.96,97,159,2181,2
9515.05,25774.2,-3361.88,35,174,1415,4
18540.5,160342,-10000,89,388,6290,4
13779.4,128523,-7673,75,346,5420,1
12763.1,58904.3,-2740,65,223,2822,4
3239.28,1268.52,-685.896,30,40,100,2
9122.87,16898.2,-4019.44,80,172,973,4
13062.9,61608.4,-5580,33,247,2754,2
9375.77,38531.8,-4234.04,23,193,2118,3
7189.37,5728.22,-1120,24,79,292,2
2442.39,52.9309,-387,6,33,5,5
7690.52,9037.35,-1859.33,68,107,517,4
10380.8,85585.6,-2480,22,220,3450,3
18259.5,159913,-10229,50,390,5968,1
10871.7,47709,-5206,33,187,2316,1
16482.7,139928,-9760,86,449,5537,2
5664.89,4274.62,-1475.72,122,88,318,3
9658.96,30042.3,-3164.91,116,171,1747,4
